State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
Mississippi,8916.0,8435.0,7918.0,7877.0,7995.0,8366.0,8357.0,8616.0,9088.0,8893.0,8984.0,8697.0,8511.833333333334
North Carolina,23767.0,22618.0,22048.0,21873.0,22294.0,22962.0,23102.0,23645.0,24013.0,23847.0,23836.0,23026.0,23085.916666666668
South Carolina,12371.0,11827.0,11396.0,11268.0,11174.0,11455.0,11460.0,11509.0,11863.0,11944.0,12270.0,11774.0,11692.583333333334
Tennessee,17441.0,16659.0,16147.0,15847.0,15993.0,16524.0,16674.0,16999.0,17273.0,17040.0,17497.0,17119.0,16767.75
"Choctaw Indians, MS",92.0,88.0,83.0,90.0,93.0,95.0,83.0,98.0,89.0,92.0,98.0,95.0,91.33333333333333
"Eastern Cherokee, NC",55.0,45.0,34.0,33.0,44.0,47.0,58.0,51.0,45.0,54.0,54.0,50.0,47.5
Illinois,23570.0,22258.0,21870.0,22004.0,22169.0,23017.0,23074.0,22969.0,23184.0,22427.0,22612.0,21880.0,22586.166666666668
Indiana,13215.0,12614.0,12414.0,12555.0,12639.0,13030.0,12979.0,13188.0,13149.0,12844.0,13036.0,12882.0,12878.75
Michigan,24818.0,24127.0,23351.0,23733.0,23269.0,23845.0,23784.0,24046.0,23917.0,23545.0,23894.0,23518.0,23820.583333333332
Minnesota,10220.0,9967.0,9946.0,9999.0,9965.0,10176.0,10186.0,10152.0,10151.0,9933.0,9969.0,9716.0,10031.666666666666
Ohio,24291.0,23186.0,23858.0,23564.0,23734.0,24105.0,24321.0,24055.0,24390.0,24132.0,24506.0,24128.0,24022.5
Wisconsin,8560.0,8357.0,8217.0,8369.0,8313.0,8416.0,8346.0,8336.0,8344.0,8172.0,8457.0,8127.0,8334.5
Arkansas,9219.0,9193.0,9072.0,9067.0,9002.0,9037.0,9324.0,9570.0,9720.0,9683.0,9676.0,9327.0,9324.166666666666
Louisiana,15054.0,14338.0,13655.0,13342.0,13520.0,13662.0,13715.0,14059.0,14548.0,14413.0,14535.0,14049.0,14074.166666666666
New Mexico,4720.0,4567.0,4404.0,4418.0,4475.0,4339.0,4281.0,4359.0,4726.0,4738.0,4856.0,4792.0,4556.25
Oklahoma,9921.0,9317.0,9099.0,9223.0,9260.0,9628.0,9645.0,9714.0,9914.0,9868.0,10052.0,9820.0,9621.75
Texas,,,,,,,,,,,,, 
Texas,84280.0,80203.0,76652.0,76608.0,76857.0,78197.0,78610.0,80113.0,82520.0,81220.0,82816.0,80545.0,79885.08333333333
"Acoma, Canoncito & Laguna, NM",26.0,29.0,33.0,33.0,33.0,31.0,28.0,24.0,33.0,25.0,30.0,26.0,29.25
"Eight Northern Pueblos, NM",26.0,24.0,18.0,15.0,11.0,11.0,15.0,18.0,17.0,15.0,16.0,20.0,17.166666666666668
"Five Sandoval Pueblos, NM",26.0,24.0,24.0,24.0,24.0,25.0,20.0,19.0,13.0,15.0,14.0,12.0,20
"Isleta Pueblo, NM",71.0,62.0,69.0,74.0,75.0,83.0,79.0,63.0,73.0,67.0,64.0,52.0,69.33333333333333
"San Felipe Pueblo, NM",25.0,21.0,18.0,19.0,20.0,17.0,17.0,19.0,16.0,11.0,10.0,7.0,16.666666666666668
"Santo Domingo Tribe, NM",20.0,17.0,14.0,12.0,11.0,9.0,10.0,14.0,15.0,12.0,10.0,5.0,12.416666666666666
"Zuni Pueblo, NM",44.0,40.0,50.0,47.0,51.0,48.0,50.0,38.0,41.0,28.0,31.0,27.0,41.25
"Cherokee Nation, OK",754.0,737.0,704.0,743.0,755.0,787.0,776.0,799.0,860.0,895.0,937.0,927.0,806.1666666666666
"Chickasaw Nation, OK",380.0,381.0,379.0,392.0,379.0,379.0,357.0,381.0,377.0,386.0,407.0,353.0,379.25
"Choctaw Nation, OK",344.0,358.0,344.0,343.0,345.0,335.0,339.0,323.0,337.0,305.0,323.0,328.0,335.3333333333333
"Citizen Potawatomi Nation, OK",121.0,107.0,106.0,119.0,120.0,125.0,130.0,133.0,142.0,143.0,144.0,155.0,128.75
"Inter-Tribal Council, OK",69.0,64.0,59.0,55.0,56.0,62.0,55.0,56.0,54.0,49.0,49.0,43.0,55.916666666666664
"Muscogee Creek Nation, OK",226.0,218.0,215.0,222.0,232.0,222.0,207.0,219.0,221.0,226.0,218.0,225.0,220.91666666666666
"Osage Tribal Council, OK",186.0,193.0,189.0,183.0,189.0,181.0,168.0,165.0,174.0,177.0,192.0,192.0,182.41666666666666
"Otoe-Missouria Tribe, OK",33.0,26.0,30.0,32.0,36.0,37.0,37.0,34.0,38.0,26.0,38.0,38.0,33.75
"Wichita, Caddo & Delaware (WCD), OK",364.0,360.0,344.0,359.0,363.0,356.0,350.0,361.0,333.0,332.0,347.0,315.0,348.6666666666667
Colorado,8174.0,7991.0,7692.0,7715.0,7846.0,8019.0,8152.0,8172.0,8139.0,7963.0,8137.0,7874.0,7989.5
Iowa,5340.0,5221.0,5119.0,5085.0,5110.0,5196.0,5139.0,5237.0,5270.0,5280.0,5385.0,5355.0,5228.083333333333
Kansas,6094.0,5800.0,5859.0,5678.0,5644.0,5595.0,5680.0,5707.0,5813.0,5589.0,5780.0,5627.0,5738.833333333333
Missouri,14024.0,13565.0,13259.0,13087.0,13024.0,13241.0,13200.0,13126.0,13365.0,13253.0,13516.0,13164.0,13318.666666666666
Montana,1787.0,1760.0,1800.0,1786.0,1763.0,1780.0,1725.0,1736.0,1783.0,1754.0,1773.0,1724.0,1764.25
Nebraska,3152.0,3050.0,3058.0,3081.0,3120.0,3116.0,3090.0,3133.0,3095.0,3080.0,3137.0,3069.0,3098.4166666666665
North Dakota,975.0,1005.0,1044.0,1070.0,1067.0,1073.0,1012.0,1028.0,1011.0,998.0,1088.0,1068.0,1036.5833333333333
South Dakota,1337.0,1265.0,1233.0,1300.0,1287.0,1324.0,1376.0,1387.0,1400.0,1373.0,1449.0,1500.0,1352.5833333333333
Utah,4914.0,4822.0,4660.0,4751.0,4942.0,5028.0,5014.0,4988.0,4931.0,4771.0,4788.0,4671.0,4856.666666666667
Wyoming,991.0,987.0,945.0,931.0,920.0,921.0,952.0,927.0,865.0,851.0,860.0,854.0,917
"Ute Mountain Ute Tribe, CO",21.0,22.0,17.0,19.0,21.0,22.0,20.0,19.0,23.0,24.0,20.0,19.0,20.583333333333332
"Omaha Sioux, NE",21.0,22.0,19.0,26.0,25.0,28.0,26.0,29.0,32.0,34.0,32.0,26.0,26.666666666666668
"Santee Sioux, NE",19.0,23.0,24.0,22.0,20.0,18.0,16.0,17.0,13.0,13.0,12.0,10.0,17.25
"Winnebago Tribe, NE",38.0,29.0,23.0,28.0,21.0,28.0,24.0,26.0,24.0,28.0,31.0,27.0,27.25
"Standing Rock Sioux Tribe, ND",54.0,55.0,49.0,47.0,39.0,41.0,46.0,47.0,49.0,59.0,63.0,66.0,51.25
"Three Affiliated Tribes, ND",37.0,31.0,29.0,28.0,21.0,21.0,27.0,29.0,30.0,25.0,25.0,22.0,27.083333333333332
"Cheyenne River Sioux, SD",74.0,75.0,77.0,75.0,71.0,72.0,66.0,66.0,64.0,64.0,61.0,57.0,68.5
"Rosebud Sioux, SD",85.0,84.0,79.0,76.0,70.0,67.0,72.0,74.0,81.0,88.0,90.0,85.0,79.25
"Northern Arapahoe, WY",32.0,34.0,33.0,30.0,28.0,21.0,31.0,30.0,30.0,27.0,28.0,29.0,29.416666666666668
"Shoshone Tribe, WY",14.0,14.0,15.0,16.0,15.0,14.0,10.0,11.0,13.0,7.0,9.0,11.0,12.416666666666666
Mountain Plains,47183.0,45855.0,45034.0,44851.0,45054.0,45625.0,45678.0,45789.0,46031.0,45281.0,46284.0,45258.0,45660.25
Alaska,1853.0,1831.0,1785.0,1806.0,1867.0,1955.0,1936.0,2005.0,2016.0,1941.0,1904.0,1902.0,1900.0833333333333
American Samoa,406.0,412.0,395.0,411.0,427.0,450.0,418.0,412.0,378.0,372.0,411.0,391.0,406.9166666666667
Arizona,12714.0,11932.0,11370.0,11242.0,11262.0,11578.0,11672.0,11957.0,12488.0,12351.0,12496.0,12011.0,11922.75
California,106250.0,100445.0,99826.0,101976.0,100465.0,103731.0,102707.0,103467.0,104851.0,102385.0,105300.0,100097.0,102625
Guam,534.0,484.0,479.0,483.0,512.0,543.0,532.0,502.0,521.0,483.0,488.0,479.0,503.3333333333333
Hawaii,2816.0,2827.0,2713.0,2766.0,2700.0,2668.0,2674.0,2594.0,2609.0,2634.0,2724.0,2673.0,2699.8333333333335
Idaho,3571.0,3502.0,3434.0,3460.0,3532.0,3611.0,3567.0,3568.0,3539.0,3411.0,3357.0,3298.0,3487.5
Nevada,6071.0,5743.0,5503.0,5551.0,5528.0,5728.0,5799.0,5799.0,5767.0,5698.0,5658.0,5535.0,5698.333333333333
Oregon,9285.0,8926.0,8695.0,8625.0,8694.0,8738.0,8538.0,8260.0,8220.0,8153.0,8130.0,7961.0,8518.75
Washington,16128.0,15295.0,15547.0,15804.0,15626.0,15983.0,15611.0,15440.0,15529.0,14950.0,15123.0,14785.0,15485.083333333334
Northern Marianas,289.0,256.0,242.0,250.0,251.0,268.0,268.0,282.0,283.0,280.0,277.0,267.0,267.75
"Inter-Tribal Council, AZ",796.0,728.0,705.0,751.0,679.0,731.0,762.0,794.0,839.0,784.0,831.0,775.0,764.5833333333334
"Navajo Nation, AZ",833.0,786.0,726.0,770.0,746.0,778.0,757.0,735.0,753.0,730.0,700.0,632.0,745.5
"Inter-Tribal Council, NV",119.0,111.0,114.0,114.0,115.0,109.0,98.0,109.0,110.0,116.0,108.0,109.0,111
