State Agency or Indian Tribal Organization,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,Average Participation
Connecticut,5834.0,5252.0,5233.0,5143.0,4950.0,5276.0,5338.0,5270.0,5372.0,5439.0,5299.0,5291.0,5308.083333333333
Maine,1899.0,1792.0,1829.0,1818.0,1781.0,1876.0,1971.0,1984.0,1943.0,1948.0,1876.0,1839.0,1879.6666666666667
Massachusetts,10946.0,10285.0,10123.0,10020.0,9990.0,10523.0,10710.0,10691.0,10765.0,10548.0,10553.0,10478.0,10469.333333333334
New Hampshire,1408.0,1357.0,1334.0,1367.0,1307.0,1407.0,1389.0,1412.0,1410.0,1447.0,1384.0,1326.0,1379
New York,44158.0,42401.0,41348.0,40775.0,40784.0,42497.0,43221.0,43646.0,44198.0,43760.0,43050.0,41834.0,42639.333333333336
Rhode Island,2298.0,2116.0,2033.0,2048.0,1924.0,2010.0,2050.0,2004.0,2126.0,2106.0,2026.0,2001.0,2061.8333333333335
Vermont,1009.0,1034.0,1038.0,1016.0,1034.0,1007.0,999.0,993.0,1002.0,1005.0,991.0,981.0,1009.0833333333334
"Indian Township, ME",10.0,12.0,11.0,8.0,9.0,10.0,9.0,8.0,5.0,3.0,3.0,4.0,7.666666666666667
"Pleasant Point, ME",15.0,15.0,14.0,12.0,12.0,11.0,11.0,10.0,8.0,7.0,5.0,6.0,10.5
"Seneca Nation, NY",26.0,27.0,25.0,28.0,27.0,23.0,23.0,21.0,18.0,26.0,25.0,21.0,24.166666666666668
Delaware,2308.0,2062.0,2034.0,1970.0,1967.0,1918.0,1940.0,2000.0,2083.0,2162.0,2103.0,2062.0,2050.75
District of Columbia,1411.0,1333.0,1263.0,1279.0,1230.0,1296.0,1378.0,1369.0,1374.0,1356.0,1392.0,1362.0,1336.9166666666667
Maryland,15650.0,14774.0,14769.0,14726.0,14328.0,14638.0,14716.0,14607.0,14903.0,14970.0,14795.0,14679.0,14796.25
New Jersey,14514.0,13967.0,13720.0,13489.0,13403.0,14037.0,14392.0,14683.0,14800.0,14868.0,14705.0,14209.0,14232.25
Pennsylvania,18819.0,25087.0,23903.0,23578.0,23069.0,24294.0,25026.0,24906.0,24700.0,24857.0,24718.0,24530.0,23957.25
Puerto Rico,16724.0,15876.0,15093.0,14808.0,14880.0,15164.0,15437.0,15491.0,15953.0,15965.0,15912.0,15648.0,15579.25
Virginia,15291.0,14703.0,14365.0,14156.0,13679.0,14318.0,14633.0,14765.0,14969.0,15181.0,15177.0,14853.0,14674.166666666666
Virgin Islands,387.0,356.0,355.0,350.0,340.0,335.0,356.0,353.0,372.0,392.0,396.0,419.0,367.5833333333333
West Virginia,4501.0,4385.0,4279.0,4305.0,4206.0,4262.0,4305.0,4283.0,4305.0,4433.0,4415.0,4334.0,4334.416666666667
Alabama,17053.0,16237.0,15861.0,15699.0,15129.0,15507.0,15796.0,16137.0,16603.0,16906.0,16797.0,16229.0,16162.833333333334
Florida,51248.0,48154.0,45810.0,45896.0,46184.0,47309.0,48071.0,48924.0,50176.0,51119.0,51093.0,49800.0,48648.666666666664
Georgia,20112.0,18295.0,18030.0,18487.0,18036.0,18815.0,18876.0,19073.0,19512.0,19492.0,18931.0,18725.0,18865.333333333332
Kentucky,14076.0,13198.0,12703.0,12691.0,12299.0,12697.0,12842.0,13185.0,13482.0,13392.0,13350.0,12809.0,13060.333333333334
Mississippi,9711.0,9118.0,8743.0,8752.0,8589.0,8879.0,8991.0,9152.0,9557.0,9497.0,9437.0,9149.0,9131.25
North Carolina,24686.0,23295.0,22613.0,22819.0,21729.0,23498.0,23781.0,24237.0,24706.0,25057.0,24724.0,24241.0,23782.166666666668
South Carolina,14190.0,13339.0,12869.0,12906.0,12247.0,12473.0,12761.0,13010.0,13285.0,13316.0,13244.0,12912.0,13046
Tennessee,19679.0,18784.0,17977.0,17900.0,17003.0,17142.0,17601.0,17916.0,18200.0,18261.0,18399.0,17906.0,18064
"Choctaw Indians, MS",125.0,109.0,97.0,103.0,80.0,88.0,81.0,81.0,90.0,90.0,90.0,87.0,93.41666666666667
"Eastern Cherokee, NC",49.0,41.0,40.0,41.0,44.0,51.0,62.0,58.0,52.0,56.0,54.0,54.0,50.166666666666664
