State Agency or Indian Tribal Organization,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,Average Participation
Connecticut,3136.0,3001.0,3014.0,3031.0,3036.0,3078.0,3129.0,3004.0,3033.0,3016.0,3024.0,2982.0,3040.3333333333335
Maine,1454.0,1433.0,1427.0,1391.0,1351.0,1392.0,1371.0,1381.0,1329.0,1392.0,1399.0,1355.0,1389.5833333333333
Massachusetts,8866.0,8670.0,8738.0,8637.0,8303.0,8526.0,8547.0,8597.0,8538.0,8568.0,8413.0,8394.0,8566.416666666666
New Hampshire,892.0,883.0,906.0,899.0,891.0,921.0,905.0,935.0,938.0,943.0,911.0,962.0,915.5
New York,48151.0,46784.0,46578.0,45706.0,45709.0,46255.0,46208.0,45753.0,46188.0,46285.0,46312.0,46415.0,46362
Rhode Island,945.0,935.0,970.0,986.0,944.0,941.0,910.0,922.0,926.0,947.0,950.0,962.0,944.8333333333334
Vermont,1257.0,1221.0,1217.0,1223.0,1224.0,1213.0,1169.0,1192.0,1163.0,1192.0,1215.0,1197.0,1206.9166666666667
"Indian Township, ME",6.0,5.0,4.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,1.0,2.0,3
"Pleasant Point, ME",5.0,6.0,4.0,4.0,4.0,6.0,8.0,6.0,6.0,6.0,4.0,2.0,5.083333333333333
"Seneca Nation, NY",10.0,9.0,11.0,11.0,9.0,9.0,10.0,10.0,11.0,17.0,20.0,18.0,12.083333333333334
Delaware,927.0,889.0,882.0,858.0,869.0,870.0,889.0,908.0,913.0,911.0,899.0,878.0,891.0833333333334
District of Columbia,1395.0,1424.0,1424.0,1454.0,1446.0,1489.0,1461.0,1468.0,1496.0,1540.0,1540.0,1537.0,1472.8333333333333
Maryland,10694.0,10745.0,10585.0,10692.0,10706.0,10745.0,10885.0,10854.0,10875.0,10926.0,11063.0,11146.0,10826.333333333334
New Jersey,13658.0,13419.0,13531.0,13263.0,13188.0,13372.0,13512.0,13386.0,13425.0,13631.0,13822.0,13907.0,13509.5
Pennsylvania,13213.0,10938.0,11372.0,10891.0,11217.0,10943.0,10940.0,10919.0,11096.0,11133.0,11146.0,11143.0,11245.916666666666
Puerto Rico,7898.0,7352.0,7450.0,7406.0,7460.0,7617.0,7616.0,7537.0,7514.0,7635.0,7622.0,8102.0,7600.75
Virginia,7221.0,7204.0,7236.0,7256.0,7197.0,7292.0,7388.0,7420.0,7450.0,7463.0,7929.0,7970.0,7418.833333333333
