State Agency or Indian Tribal Organization,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,Average Participation
Alaska,1192.0,1184.0,1134.0,1162.0,1171.0,1216.0,1203.0,1211.0,1185.0,1218.0,1235.0,1235.0,1195.5
American Samoa,104.0,101.0,95.0,99.0,84.0,83.0,89.0,86.0,82.0,84.0,92.0,81.0,90.0
Arizona,4281.0,4168.0,4000.0,3987.0,3928.0,3949.0,3974.0,3977.0,4025.0,4013.0,4101.0,4254.0,4054.75
California,59080.0,56389.0,56181.0,56772.0,55295.0,56087.0,56053.0,54863.0,55492.0,55948.0,55989.0,55750.0,56158.25
Guam,285.0,268.0,242.0,257.0,263.0,288.0,309.0,298.0,298.0,295.0,295.0,301.0,283.25
Hawaii,1843.0,1698.0,1667.0,1677.0,1679.0,1692.0,1733.0,1666.0,1678.0,1690.0,1647.0,1628.0,1691.5
Idaho,2726.0,2645.0,2640.0,2658.0,2619.0,2618.0,2621.0,2606.0,2508.0,2502.0,2477.0,2533.0,2596.0833333333335
Nevada,2553.0,2422.0,2515.0,2545.0,2557.0,2552.0,2585.0,2549.0,2593.0,2635.0,2655.0,2699.0,2571.6666666666665
Oregon,7397.0,7067.0,7057.0,6999.0,6922.0,7026.0,7141.0,7055.0,7039.0,7087.0,6988.0,6844.0,7051.833333333333
Washington,10144.0,10148.0,10110.0,10218.0,9968.0,10165.0,10133.0,9900.0,9982.0,10019.0,9990.0,10112.0,10074.083333333334
Northern Marianas,71.0,72.0,70.0,71.0,64.0,71.0,74.0,70.0,81.0,80.0,83.0,81.0,74.0
"Inter-Tribal Council, AZ",274.0,245.0,245.0,271.0,262.0,265.0,274.0,257.0,271.0,278.0,289.0,299.0,269.1666666666667
"Navajo Nation, AZ",419.0,400.0,387.0,391.0,367.0,387.0,381.0,381.0,386.0,376.0,353.0,376.0,383.6666666666667
"Inter-Tribal Council, NV",80.0,81.0,80.0,81.0,76.0,66.0,63.0,60.0,61.0,57.0,59.0,45.0,67.41666666666667
