State Agency or Indian Tribal Organization,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,Average Participation
Connecticut,1059.0,977.0,982.0,1005.0,1014.0,1012.0,1023.0,1013.0,1050.0,1016.0,997.0,983.0,1010.9166666666666
Maine,931.0,934.0,928.0,886.0,860.0,883.0,866.0,865.0,852.0,861.0,859.0,818.0,878.5833333333334
Massachusetts,3215.0,3031.0,3086.0,3053.0,2938.0,3029.0,3033.0,3053.0,3051.0,3087.0,3067.0,3075.0,3059.8333333333335
New Hampshire,615.0,616.0,612.0,610.0,605.0,626.0,608.0,634.0,638.0,623.0,607.0,604.0,616.5
New York,10555.0,10382.0,10425.0,10265.0,10350.0,10710.0,10913.0,10887.0,11114.0,11166.0,11157.0,11035.0,10746.583333333334
Rhode Island,364.0,367.0,368.0,385.0,373.0,379.0,379.0,374.0,359.0,355.0,351.0,352.0,367.1666666666667
Vermont,892.0,854.0,841.0,848.0,837.0,848.0,823.0,843.0,810.0,817.0,833.0,819.0,838.75
"Indian Township, ME",6.0,5.0,4.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0
"Pleasant Point, ME",2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.5
"Seneca Nation, NY",3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,7.0,7.0,9.0,5.0
Delaware,374.0,358.0,352.0,349.0,352.0,356.0,369.0,388.0,383.0,367.0,368.0,343.0,363.25
District of Columbia,427.0,464.0,501.0,548.0,566.0,600.0,571.0,589.0,590.0,620.0,588.0,596.0,555.0
Maryland,3617.0,3599.0,3496.0,3478.0,3444.0,3519.0,3533.0,3556.0,3570.0,3609.0,3696.0,3663.0,3565.0
New Jersey,4454.0,4364.0,4371.0,4259.0,4317.0,4342.0,4512.0,4490.0,4632.0,4629.0,4690.0,4616.0,4473.0
Pennsylvania,9811.0,7828.0,8200.0,7841.0,8121.0,7903.0,7799.0,7782.0,7917.0,7965.0,7947.0,7934.0,8087.333333333333
Puerto Rico,4256.0,4030.0,4065.0,4114.0,4234.0,4304.0,4346.0,4333.0,4374.0,4427.0,4418.0,4638.0,4294.916666666667
Virginia,3826.0,3756.0,3722.0,3762.0,3717.0,3779.0,3806.0,3832.0,3841.0,3870.0,3788.0,3805.0,3792.0
Virgin Islands,72.0,74.0,85.0,82.0,89.0,82.0,90.0,87.0,90.0,81.0,83.0,88.0,83.58333333333333
West Virginia,1069.0,1070.0,1058.0,1070.0,1072.0,1086.0,1061.0,1096.0,1124.0,1108.0,1111.0,1140.0,1088.75
Alabama,1770.0,1700.0,1683.0,1716.0,1646.0,1684.0,1719.0,1747.0,1731.0,1750.0,1778.0,1850.0,1731.1666666666667
Florida,13652.0,13288.0,13078.0,13149.0,13196.0,13470.0,13470.0,13589.0,13550.0,13798.0,14098.0,14446.0,13565.333333333334
Georgia,5787.0,5577.0,5496.0,5442.0,5364.0,5309.0,5269.0,5248.0,5340.0,5323.0,5281.0,5352.0,5399.0
Kentucky,2288.0,2214.0,2207.0,2251.0,2241.0,2252.0,2243.0,2285.0,2246.0,2230.0,2287.0,2292.0,2253.0
Mississippi,888.0,875.0,826.0,832.0,845.0,874.0,873.0,854.0,826.0,844.0,873.0,905.0,859.5833333333334
North Carolina,7654.0,7393.0,7391.0,7367.0,7747.0,7238.0,7196.0,7307.0,7264.0,7362.0,7491.0,7710.0,7426.666666666667
South Carolina,2720.0,2728.0,2739.0,2787.0,2743.0,2784.0,2831.0,2813.0,2849.0,2853.0,2831.0,2711.0,2782.4166666666665
Tennessee,4390.0,4305.0,4265.0,4170.0,4053.0,4099.0,4120.0,4035.0,4250.0,4210.0,4257.0,4197.0,4195.916666666667
"Choctaw Indians, MS",2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,1.6666666666666667
"Eastern Cherokee, NC",29.0,29.0,27.0,19.0,17.0,23.0,22.0,19.0,21.0,27.0,22.0,25.0,23.333333333333332
Illinois,5639.0,5544.0,5426.0,5244.0,5135.0,5283.0,5344.0,5292.0,5175.0,5210.0,5084.0,5144.0,5293.333333333333
Indiana,3967.0,3815.0,3810.0,3843.0,3865.0,3911.0,3897.0,3861.0,3826.0,3823.0,3881.0,3887.0,3865.5
Michigan,6916.0,6829.0,6589.0,6533.0,6515.0,6536.0,6541.0,6505.0,6537.0,6497.0,6472.0,6466.0,6578.0
Minnesota,4218.0,4122.0,4045.0,4130.0,4066.0,4142.0,4039.0,4031.0,4057.0,4088.0,4086.0,4107.0,4094.25
Ohio,5993.0,6028.0,5960.0,5957.0,5860.0,5958.0,6014.0,6057.0,6202.0,6318.0,6570.0,6759.0,6139.666666666667
Wisconsin,3528.0,3381.0,3408.0,3433.0,3486.0,3536.0,3543.0,3493.0,3501.0,3541.0,3524.0,3548.0,3493.5
Arkansas,1905.0,1918.0,1955.0,2067.0,2049.0,2033.0,2125.0,2074.0,2125.0,2105.0,2044.0,2090.0,2040.8333333333333
Louisiana,1833.0,1823.0,1786.0,1745.0,1726.0,1702.0,1676.0,1619.0,1606.0,1635.0,1725.0,1775.0,1720.9166666666667
New Mexico,2461.0,2303.0,2307.0,2314.0,2259.0,2261.0,2270.0,2232.0,2234.0,2264.0,2287.0,2373.0,2297.0833333333335
Oklahoma,3115.0,3083.0,3003.0,2682.0,2911.0,2864.0,2887.0,2908.0,2877.0,2875.0,2938.0,3004.0,2928.9166666666665
Texas,,,,,,,,,,,,,0.0
Texas,19733.0,19453.0,19024.0,18874.0,18629.0,18698.0,18901.0,18885.0,19012.0,18926.0,18951.0,19240.0,19027.166666666668
"Acoma, Canoncito & Laguna, NM",33.0,37.0,39.0,38.0,41.0,31.0,33.0,36.0,27.0,36.0,32.0,35.0,34.833333333333336
"Eight Northern Pueblos, NM",6.0,8.0,8.0,6.0,5.0,8.0,8.0,9.0,10.0,8.0,7.0,9.0,7.666666666666667
"Five Sandoval Pueblos, NM",10.0,9.0,11.0,9.0,5.0,9.0,10.0,11.0,9.0,7.0,7.0,9.0,8.833333333333334
"Isleta Pueblo, NM",42.0,41.0,42.0,50.0,48.0,50.0,50.0,56.0,54.0,47.0,48.0,46.0,47.833333333333336
"San Felipe Pueblo, NM",16.0,14.0,13.0,13.0,14.0,15.0,14.0,12.0,11.0,13.0,9.0,15.0,13.25
"Santo Domingo Tribe, NM",12.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,8.0,7.0,9.583333333333334
"Zuni Pueblo, NM",79.0,68.0,73.0,66.0,71.0,66.0,66.0,65.0,60.0,56.0,60.0,53.0,65.25
"Cherokee Nation, OK",157.0,164.0,168.0,153.0,139.0,160.0,159.0,165.0,168.0,167.0,174.0,168.0,161.83333333333334
"Chickasaw Nation, OK",134.0,110.0,119.0,113.0,130.0,142.0,149.0,139.0,147.0,146.0,136.0,126.0,132.58333333333334
"Choctaw Nation, OK",114.0,105.0,101.0,109.0,110.0,93.0,89.0,88.0,87.0,80.0,98.0,108.0,98.5
"Citizen Potawatomi Nation, OK",42.0,43.0,39.0,40.0,34.0,36.0,35.0,36.0,39.0,42.0,50.0,51.0,40.583333333333336
"Inter-Tribal Council, OK",29.0,27.0,24.0,27.0,25.0,23.0,28.0,28.0,29.0,23.0,30.0,24.0,26.416666666666668
"Muscogee Creek Nation, OK",80.0,81.0,79.0,78.0,71.0,74.0,69.0,75.0,81.0,92.0,93.0,90.0,80.25
"Osage Tribal Council, OK",51.0,52.0,47.0,52.0,50.0,53.0,48.0,51.0,60.0,63.0,63.0,62.0,54.333333333333336
"Otoe-Missouria Tribe, OK",16.0,17.0,17.0,17.0,14.0,17.0,22.0,21.0,22.0,28.0,24.0,24.0,19.916666666666668
"Wichita, Caddo & Delaware (WCD), OK",121.0,106.0,101.0,91.0,97.0,90.0,89.0,89.0,92.0,96.0,102.0,91.0,97.08333333333333
Colorado,4811.0,4710.0,4669.0,4642.0,4654.0,4752.0,4708.0,4721.0,4750.0,4696.0,4741.0,4715.0,4714.083333333333
Iowa,2012.0,1970.0,1958.0,2024.0,1989.0,1988.0,1945.0,1975.0,1966.0,1948.0,1938.0,1973.0,1973.8333333333333
Kansas,2280.0,2260.0,2215.0,2232.0,2241.0,2200.0,2203.0,2204.0,2152.0,2126.0,2189.0,2303.0,2217.0833333333335
Missouri,4383.0,4450.0,4362.0,4275.0,4347.0,4264.0,4272.0,4259.0,4251.0,4258.0,4367.0,4342.0,4319.166666666667
Montana,1003.0,973.0,972.0,958.0,950.0,949.0,951.0,973.0,944.0,970.0,1009.0,996.0,970.6666666666666
Nebraska,1254.0,1198.0,1189.0,1225.0,1157.0,1159.0,1128.0,1075.0,1116.0,1123.0,1161.0,1130.0,1159.5833333333333
North Dakota,414.0,385.0,402.0,404.0,387.0,395.0,395.0,389.0,389.0,386.0,404.0,391.0,395.0833333333333
South Dakota,661.0,649.0,629.0,650.0,673.0,682.0,670.0,684.0,677.0,705.0,694.0,711.0,673.75
Utah,4211.0,4072.0,4042.0,4039.0,4110.0,4118.0,4097.0,4022.0,4019.0,3930.0,3880.0,3938.0,4039.8333333333335
Wyoming,611.0,585.0,581.0,581.0,584.0,624.0,622.0,608.0,634.0,648.0,642.0,647.0,613.9166666666666
"Ute Mountain Ute Tribe, CO",2.0,3.0,5.0,7.0,6.0,6.0,12.0,10.0,11.0,11.0,11.0,10.0,7.833333333333333
"Omaha Sioux, NE",1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25
"Santee Sioux, NE",2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
"Winnebago Tribe, NE",5.0,4.0,9.0,11.0,9.0,10.0,11.0,9.0,7.0,7.0,9.0,7.0,8.166666666666666
"Standing Rock Sioux Tribe, ND",7.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.75
"Three Affiliated Tribes, ND",3.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,2.0,4.416666666666667
"Cheyenne River Sioux, SD",19.0,19.0,17.0,14.0,15.0,16.0,12.0,12.0,14.0,15.0,14.0,14.0,15.083333333333334
"Rosebud Sioux, SD",47.0,42.0,36.0,37.0,41.0,41.0,41.0,38.0,38.0,41.0,40.0,43.0,40.416666666666664
"Northern Arapahoe, WY",14.0,15.0,15.0,15.0,11.0,10.0,9.0,11.0,12.0,14.0,15.0,12.0,12.75
"Shoshone Tribe, WY",5.0,5.0,4.0,3.0,3.0,4.0,8.0,8.0,6.0,9.0,7.0,7.0,5.75
Mountain Plains,21745.0,21349.0,21114.0,21127.0,21188.0,21227.0,21093.0,21008.0,20998.0,20897.0,21128.0,21246.0,21176.666666666668
