State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Connecticut,2799.0,2843.0,2808.0,2889.0,2829.0,2915.0,2928.0,2883.0,2831.0,2879.0,2943.0,3027.0,2881.1666666666665
Maine,1548.0,1483.0,1434.0,1458.0,1439.0,1445.0,1451.0,1456.0,1427.0,1443.0,1410.0,1438.0,1452.6666666666667
Massachusetts,8657.0,8528.0,8231.0,8389.0,8275.0,8326.0,8294.0,8395.0,8303.0,8423.0,8313.0,8408.0,8378.5
New Hampshire,878.0,861.0,858.0,825.0,828.0,842.0,866.0,857.0,865.0,852.0,846.0,839.0,851.4166666666666
New York,49390.0,48142.0,47701.0,47797.0,47526.0,47720.0,47333.0,47252.0,47243.0,47414.0,47233.0,47912.0,47721.916666666664
Rhode Island,959.0,935.0,913.0,956.0,950.0,952.0,964.0,932.0,941.0,951.0,964.0,977.0,949.5
Vermont,1174.0,1226.0,1212.0,1225.0,1195.0,1213.0,1208.0,1237.0,1215.0,1206.0,1209.0,1236.0,1213
"Indian Township, ME",1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,6.0,2
"Pleasant Point, ME",2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.75
"Seneca Nation, NY",1.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,7.0,7.0,11.0,10.0,5.583333333333333
Delaware,796.0,761.0,774.0,797.0,812.0,818.0,836.0,842.0,873.0,887.0,886.0,880.0,830.1666666666666
District of Columbia,1292.0,1264.0,1245.0,1260.0,1243.0,1219.0,1265.0,1215.0,1219.0,1250.0,1252.0,1287.0,1250.9166666666667
Maryland,9991.0,9883.0,9754.0,9762.0,9803.0,9979.0,10239.0,10316.0,10355.0,10439.0,10592.0,10705.0,10151.5
