State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Connecticut,6100.0,5888.0,5602.0,5842.0,5562.0,5518.0,5746.0,5927.0,5778.0,5908.0,6020.0,5819.0,5809.166666666667
Maine,2211.0,2121.0,2013.0,2074.0,2047.0,2055.0,2108.0,2151.0,2131.0,2075.0,2101.0,2108.0,2099.5833333333335
Massachusetts,11840.0,11344.0,10803.0,11109.0,10862.0,11031.0,11205.0,11539.0,11362.0,11414.0,11446.0,11242.0,11266.416666666666
New Hampshire,1627.0,1599.0,1515.0,1600.0,1546.0,1611.0,1634.0,1643.0,1554.0,1544.0,1515.0,1443.0,1569.25
New York,48552.0,46343.0,44639.0,45281.0,45320.0,46181.0,47108.0,47875.0,47451.0,47050.0,47029.0,45503.0,46527.666666666664
Rhode Island,2454.0,2365.0,2206.0,2288.0,2315.0,2330.0,2390.0,2446.0,2389.0,2445.0,2426.0,2433.0,2373.9166666666665
Vermont,1179.0,1118.0,1128.0,1102.0,1167.0,1133.0,1149.0,1144.0,1143.0,1152.0,1180.0,1166.0,1146.75
"Indian Township, ME",6.0,7.0,7.0,8.0,4.0,5.0,7.0,7.0,4.0,4.0,7.0,8.0,6.166666666666667
"Pleasant Point, ME",7.0,8.0,8.0,8.0,8.0,7.0,9.0,11.0,12.0,11.0,7.0,2.0,8.166666666666666
"Seneca Nation, NY",18.0,20.0,14.0,18.0,16.0,23.0,23.0,27.0,26.0,25.0,28.0,26.0,22
Delaware,2140.0,1992.0,1917.0,1888.0,1848.0,1909.0,2197.0,2216.0,2291.0,2219.0,2268.0,2192.0,2089.75
District of Columbia,1536.0,1505.0,1413.0,1416.0,1420.0,1437.0,1529.0,1536.0,1534.0,1524.0,1516.0,1506.0,1489.3333333333333
Maryland,15700.0,15160.0,14451.0,15189.0,14982.0,14947.0,15353.0,15589.0,15461.0,15684.0,15583.0,15183.0,15273.5
New Jersey,15014.0,14074.0,13558.0,14341.0,14207.0,14522.0,14970.0,15251.0,15257.0,15058.0,15258.0,14912.0,14701.833333333334
Pennsylvania,18571.0,17937.0,17455.0,18146.0,18055.0,18205.0,18894.0,19380.0,18554.0,19010.0,22880.0,26047.0,19427.833333333332
Puerto Rico,19049.0,18304.0,17468.0,17621.0,17961.0,18383.0,18888.0,19246.0,19088.0,19110.0,19211.0,18699.0,18585.666666666668
Virginia,17957.0,17231.0,16386.0,16927.0,17105.0,17354.0,17618.0,18077.0,18017.0,18248.0,18230.0,17958.0,17592.333333333332
Virgin Islands,433.0,394.0,355.0,351.0,334.0,325.0,350.0,381.0,393.0,413.0,419.0,436.0,382
West Virginia,5186.0,4944.0,4796.0,5015.0,4884.0,4997.0,5012.0,5070.0,4936.0,5057.0,5177.0,5043.0,5009.75
Alabama,16135.0,15395.0,14644.0,15227.0,14868.0,15168.0,15365.0,15977.0,16180.0,16484.0,16415.0,15937.0,15649.583333333334
Florida,53540.0,50505.0,47870.0,48938.0,48754.0,49120.0,50693.0,52020.0,52925.0,54079.0,54022.0,52714.0,51265
Georgia,22393.0,20729.0,20161.0,21788.0,21301.0,21294.0,21743.0,21821.0,21577.0,21934.0,21993.0,21780.0,21542.833333333332
Kentucky,15667.0,15163.0,14711.0,15263.0,15203.0,15436.0,15477.0,15830.0,15966.0,15919.0,15945.0,15474.0,15504.5
Mississippi,9279.0,8920.0,7889.0,8769.0,8501.0,8644.0,8999.0,9368.0,9348.0,9524.0,9585.0,9138.0,8997
